backend,params_name,query,query_id,rank,item_id,relevant
elasticsearch,default,mind-bending mystery movies with twists,q0019_79da7f59,7,1290879,0
elasticsearch,default,mind-bending mystery movies with twists,q0019_79da7f59,8,1224993,0
elasticsearch,default,mind-bending mystery movies with twists,q0019_79da7f59,9,1293263,0
elasticsearch,default,mind-bending mystery movies with twists,q0019_79da7f59,10,2675,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,1,155,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,2,496243,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,3,680,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,4,550,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,5,539,1
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,6,807,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,7,567,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,8,274,1
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,9,10494,0
elasticsearch,default,must-watch horror movies,q0020_f70cdbe7,10,1356039,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,1,7451,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,2,701387,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,3,1272166,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,4,106646,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,5,13056,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,6,1078605,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,7,1054867,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,8,1245993,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,9,541671,0
elasticsearch,default,neo-noir crime movies,q0021_b0a3283d,10,986097,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,1,258742,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,2,200875,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,3,272418,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,4,71912,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,5,66732,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,6,252000,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,7,94954,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,8,1668,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,9,1396,0
elasticsearch,default,post-apocalyptic TV shows,q0022_35af4faf,10,226637,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,1,1197137,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,2,7451,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,3,1062722,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,4,1290159,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,5,1522923,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,6,604079,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,7,1272166,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,8,1311031,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,9,1359,0
elasticsearch,default,psychological horror movies that get in your head,q0023_590787d1,10,574475,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,1,1197137,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,2,7451,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,3,756999,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,4,1290159,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,5,1522923,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,6,604079,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,7,1272166,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,8,1311031,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,9,1054867,0
elasticsearch,default,psychological thrillers about money and greed,q0024_26b1fc13,10,302946,0
elasticsearch,default,rom-com movies from the 2000s,q0025_0bb88c9e,1,803796,0
elasticsearch,default,rom-com movies from the 2000s,q0025_0bb88c9e,2,1327862,0
elasticsearch,default,rom-com movies from the 2000s,q0025_0bb88c9e,3,402431,0
elasticsearch,default,rom-com movies from the 2000s,q0025_0bb88c9e,4,105,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,1,1197137,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,2,7451,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,3,756999,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,4,1290159,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,5,1522923,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,6,604079,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,7,1272166,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,8,1311031,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,9,1054867,0
elasticsearch,default,spy thriller movies with espionage,q0026_eadd8394,10,206647,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,1,1197137,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,2,1242898,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,3,7451,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,4,617126,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,5,701387,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,6,1062722,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,7,756999,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,8,1290159,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,9,1522923,0
elasticsearch,default,time-travel thriller movies,q0027_4c715716,10,157336,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,1,129,1
elasticsearch,default,top-tier animated movies,q0028_16834a53,2,372058,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,3,12477,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,4,324857,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,5,4935,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,6,378064,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,7,620249,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,8,128,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,9,1184918,0
elasticsearch,default,top-tier animated movies,q0028_16834a53,10,820067,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,1,1197137,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,2,7451,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,3,1062722,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,4,756999,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,5,1290159,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,6,1522923,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,7,604079,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,8,1272166,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,9,1311031,0
elasticsearch,default,zombie apocalypse movies and shows,q0029_f712570f,10,1306525,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,1,1242898,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,2,617126,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,3,701387,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,4,1062722,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,5,1218925,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,6,157336,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,7,604079,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,8,533533,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,9,329,0
elasticsearch,ann_only,anime sci-fi movies,q0000_b72dbdd2,10,1311031,0
elasticsearch,ann_only,best heist movies,q0001_848513af,1,278,0
elasticsearch,ann_only,best heist movies,q0001_848513af,2,238,0
elasticsearch,ann_only,best heist movies,q0001_848513af,3,240,0
elasticsearch,ann_only,best heist movies,q0001_848513af,4,424,0
elasticsearch,ann_only,best heist movies,q0001_848513af,5,389,0
elasticsearch,ann_only,best heist movies,q0001_848513af,6,129,0
elasticsearch,ann_only,best heist movies,q0001_848513af,7,155,0
elasticsearch,ann_only,best heist movies,q0001_848513af,8,19404,0
elasticsearch,ann_only,best heist movies,q0001_848513af,9,497,0
elasticsearch,ann_only,best heist movies,q0001_848513af,10,496243,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,1,157336,1
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,2,324857,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,3,1891,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,4,27205,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,5,105,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,6,1184918,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,7,18491,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,8,299534,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,9,299536,0
elasticsearch,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,10,603,1
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,1,19404,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,2,496243,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,3,680,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,4,13,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,5,637,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,6,40096,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,7,105,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,8,820067,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,9,914,0
elasticsearch,ann_only,classic comedy movies,q0003_68fcb631,10,1139087,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,1,94605,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,2,246,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,3,209867,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,4,31911,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,5,60625,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,6,1429,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,7,94954,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,8,92685,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,9,46298,0
elasticsearch,ann_only,classic sci-fi TV shows,q0004_56828059,10,85937,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,1,429,1
elasticsearch,ann_only,classic western movies,q0005_a308869a,2,335,1
elasticsearch,ann_only,classic western movies,q0005_a308869a,3,68718,1
elasticsearch,ann_only,classic western movies,q0005_a308869a,4,938,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,5,3090,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,6,6977,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,7,33,1
elasticsearch,ann_only,classic western movies,q0005_a308869a,8,52629,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,9,698508,0
elasticsearch,ann_only,classic western movies,q0005_a308869a,10,581,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,1,1197137,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,2,1242898,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,3,7451,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,4,617126,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,5,701387,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,6,1062722,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,7,756999,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,8,1290159,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,9,1522923,0
elasticsearch,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,10,157336,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,1,129,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,2,497,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,3,122,1
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,4,157336,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,5,120,1
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,6,40096,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,7,121,1
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,8,324857,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,9,4935,0
elasticsearch,ann_only,epic fantasy adventure movies,q0007_9cc64d31,10,1891,0
elasticsearch,ann_only,epic war movies,q0008_ed1fc8ea,1,424,1
elasticsearch,ann_only,epic war movies,q0008_ed1fc8ea,2,122,0
