backend,params_name,query,query_id,precision@10,recall@10,average_precision,ndcg@10
elasticsearch,no_diversify,must-watch horror movies,q0020_f70cdbe7,0.3,0.42857142857142855,0.3238095238095238,0.5186511804016661
elasticsearch,no_diversify,neo-noir crime movies,q0021_b0a3283d,0.0,0.0,0.006493506493506493,0.0
elasticsearch,no_diversify,post-apocalyptic TV shows,q0022_35af4faf,0.0,0.0,0.0,0.0
elasticsearch,no_diversify,psychological horror movies that get in your head,q0023_590787d1,0.0,0.0,0.0,0.0
elasticsearch,no_diversify,psychological thrillers about money and greed,q0024_26b1fc13,0.1,0.2,0.2,0.3391602052736161
elasticsearch,no_diversify,rom-com movies from the 2000s,q0025_0bb88c9e,0.0,0.0,0.0,0.0
elasticsearch,no_diversify,spy thriller movies with espionage,q0026_eadd8394,0.0,0.0,0.017543859649122806,0.0
elasticsearch,no_diversify,time-travel thriller movies,q0027_4c715716,0.0,0.0,0.0,0.0
elasticsearch,no_diversify,top-tier animated movies,q0028_16834a53,0.1,0.2,0.2,0.3391602052736161
elasticsearch,no_diversify,zombie apocalypse movies and shows,q0029_f712570f,0.0,0.0,0.013157894736842105,0.0
elasticsearch,genre_override,anime sci-fi movies,q0000_b72dbdd2,0.0,0.0,0.0,0.0
elasticsearch,genre_override,best heist movies,q0001_848513af,0.0,0.0,0.01111111111111111,0.0
elasticsearch,genre_override,best science fiction movies of all time,q0002_e2f4dcd6,0.2,0.2222222222222222,0.2222783389450056,0.3029889503327761
elasticsearch,genre_override,classic comedy movies,q0003_68fcb631,0.0,0.0,0.0,0.0
elasticsearch,genre_override,classic sci-fi TV shows,q0004_56828059,0.0,0.0,0.0,0.0
elasticsearch,genre_override,classic western movies,q0005_a308869a,0.4,1.0,0.8928571428571428,0.9619991470595832
elasticsearch,genre_override,dark cyberpunk sci-fi movies,q0006_bf6b69c4,0.0,0.0,0.020833333333333332,0.0
elasticsearch,genre_override,epic fantasy adventure movies,q0007_9cc64d31,0.3,0.75,0.2904761904761905,0.4763363265545566
elasticsearch,genre_override,epic war movies,q0008_ed1fc8ea,0.1,0.2,0.225,0.3391602052736161
elasticsearch,genre_override,fantasy TV epics like The Witcher,q0009_6d82492d,0.0,0.0,0.0,0.0
elasticsearch,genre_override,feel-good comedy movies under 2 hours,q0010_5c0b9843,0.0,0.0,0.0,0.0
elasticsearch,genre_override,fun time-travel adventure movies,q0011_b1c8fe07,0.0,0.0,0.0,0.0
elasticsearch,genre_override,gripping crime TV dramas,q0012_6ccbe365,0.1,0.14285714285714285,0.07142857142857142,0.17342765698823945
elasticsearch,genre_override,gritty street-level superhero TV shows,q0013_8470befc,0.0,0.0,0.0,0.0
elasticsearch,genre_override,heist TV shows,q0014_b58c15f6,0.0,0.0,0.029647435897435896,0.0
elasticsearch,genre_override,intense crime drama movies,q0015_a9dbb1ba,0.0,0.0,0.0,0.0
elasticsearch,genre_override,light-hearted space opera TV shows,q0016_2b0a2bab,0.0,0.0,0.015151515151515152,0.0
elasticsearch,genre_override,long-form epic fantasy TV series,q0017_1e998183,0.0,0.0,0.0,0.0
elasticsearch,genre_override,mind-bending sci-fi movies like Inception,q0018_5507d275,0.1,0.14285714285714285,0.028571428571428574,0.10633668103022985
elasticsearch,genre_override,mind-bending mystery movies with twists,q0019_79da7f59,0.0,0.0,0.0,0.0
elasticsearch,genre_override,must-watch horror movies,q0020_f70cdbe7,0.3,0.42857142857142855,0.3238095238095238,0.5186511804016661
elasticsearch,genre_override,neo-noir crime movies,q0021_b0a3283d,0.0,0.0,0.008264462809917356,0.0
elasticsearch,genre_override,post-apocalyptic TV shows,q0022_35af4faf,0.0,0.0,0.0,0.0
elasticsearch,genre_override,psychological horror movies that get in your head,q0023_590787d1,0.0,0.0,0.0,0.0
elasticsearch,genre_override,psychological thrillers about money and greed,q0024_26b1fc13,0.0,0.0,0.0,0.0
elasticsearch,genre_override,rom-com movies from the 2000s,q0025_0bb88c9e,0.0,0.0,0.0,0.0
elasticsearch,genre_override,spy thriller movies with espionage,q0026_eadd8394,0.0,0.0,0.0,0.0
elasticsearch,genre_override,time-travel thriller movies,q0027_4c715716,0.0,0.0,0.0,0.0
elasticsearch,genre_override,top-tier animated movies,q0028_16834a53,0.1,0.2,0.2,0.3391602052736161
elasticsearch,genre_override,zombie apocalypse movies and shows,q0029_f712570f,0.0,0.0,0.013888888888888888,0.0
pgvector,default,anime sci-fi movies,q0000_b72dbdd2,0.0,0.0,0.019230769230769232,0.0
pgvector,default,best heist movies,q0001_848513af,0.0,0.0,0.01111111111111111,0.0
pgvector,default,best science fiction movies of all time,q0002_e2f4dcd6,0.2,0.2222222222222222,0.2222783389450056,0.3029889503327761
pgvector,default,classic comedy movies,q0003_68fcb631,0.0,0.0,0.0,0.0
pgvector,default,classic sci-fi TV shows,q0004_56828059,0.0,0.0,0.0,0.0
pgvector,default,classic western movies,q0005_a308869a,0.4,1.0,0.8928571428571428,0.9619991470595832
pgvector,default,dark cyberpunk sci-fi movies,q0006_bf6b69c4,0.0,0.0,0.0,0.0
pgvector,default,epic fantasy adventure movies,q0007_9cc64d31,0.3,0.75,0.2904761904761905,0.4763363265545566
pgvector,default,epic war movies,q0008_ed1fc8ea,0.1,0.2,0.225,0.3391602052736161
pgvector,default,fantasy TV epics like The Witcher,q0009_6d82492d,0.0,0.0,0.0,0.0
pgvector,default,feel-good comedy movies under 2 hours,q0010_5c0b9843,0.0,0.0,0.0,0.0
pgvector,default,fun time-travel adventure movies,q0011_b1c8fe07,0.0,0.0,0.0,0.0
pgvector,default,gripping crime TV dramas,q0012_6ccbe365,0.1,0.14285714285714285,0.041666666666666664,0.08671382849411972
pgvector,default,gritty street-level superhero TV shows,q0013_8470befc,0.0,0.0,0.017857142857142856,0.0
pgvector,default,heist TV shows,q0014_b58c15f6,0.0,0.0,0.010416666666666666,0.0
pgvector,default,intense crime drama movies,q0015_a9dbb1ba,0.0,0.0,0.0,0.0
pgvector,default,light-hearted space opera TV shows,q0016_2b0a2bab,0.0,0.0,0.0,0.0
pgvector,default,long-form epic fantasy TV series,q0017_1e998183,0.0,0.0,0.0,0.0
pgvector,default,mind-bending sci-fi movies like Inception,q0018_5507d275,0.1,0.14285714285714285,0.04897959183673469,0.10633668103022985
pgvector,default,mind-bending mystery movies with twists,q0019_79da7f59,0.0,0.0,0.0,0.0
pgvector,default,must-watch horror movies,q0020_f70cdbe7,0.2,0.2857142857142857,0.09489795918367347,0.19305050952434957
pgvector,default,neo-noir crime movies,q0021_b0a3283d,0.0,0.0,0.0,0.0
pgvector,default,post-apocalyptic TV shows,q0022_35af4faf,0.0,0.0,0.0,0.0
pgvector,default,psychological horror movies that get in your head,q0023_590787d1,0.0,0.0,0.0,0.0
pgvector,default,psychological thrillers about money and greed,q0024_26b1fc13,0.1,0.2,0.02,0.09803928583135704
pgvector,default,rom-com movies from the 2000s,q0025_0bb88c9e,0.0,0.0,0.0,0.0
pgvector,default,spy thriller movies with espionage,q0026_eadd8394,0.0,0.0,0.0,0.0
pgvector,default,time-travel thriller movies,q0027_4c715716,0.0,0.0,0.0,0.0
pgvector,default,top-tier animated movies,q0028_16834a53,0.1,0.2,0.2,0.3391602052736161
pgvector,default,zombie apocalypse movies and shows,q0029_f712570f,0.0,0.0,0.0,0.0
pgvector,ann_only,anime sci-fi movies,q0000_b72dbdd2,0.0,0.0,0.017857142857142856,0.0
pgvector,ann_only,best heist movies,q0001_848513af,0.0,0.0,0.0,0.0
pgvector,ann_only,best science fiction movies of all time,q0002_e2f4dcd6,0.2,0.2222222222222222,0.2222783389450056,0.3029889503327761
pgvector,ann_only,classic comedy movies,q0003_68fcb631,0.0,0.0,0.0,0.0
pgvector,ann_only,classic sci-fi TV shows,q0004_56828059,0.0,0.0,0.0,0.0
pgvector,ann_only,classic western movies,q0005_a308869a,0.4,1.0,0.8928571428571428,0.9619991470595832
pgvector,ann_only,dark cyberpunk sci-fi movies,q0006_bf6b69c4,0.0,0.0,0.017857142857142856,0.0
pgvector,ann_only,epic fantasy adventure movies,q0007_9cc64d31,0.3,0.75,0.2904761904761905,0.4763363265545566
pgvector,ann_only,epic war movies,q0008_ed1fc8ea,0.1,0.2,0.225,0.3391602052736161
pgvector,ann_only,fantasy TV epics like The Witcher,q0009_6d82492d,0.0,0.0,0.0,0.0
pgvector,ann_only,feel-good comedy movies under 2 hours,q0010_5c0b9843,0.0,0.0,0.0,0.0
pgvector,ann_only,fun time-travel adventure movies,q0011_b1c8fe07,0.0,0.0,0.0,0.0
pgvector,ann_only,gripping crime TV dramas,q0012_6ccbe365,0.1,0.14285714285714285,0.07142857142857142,0.17342765698823945
pgvector,ann_only,gritty street-level superhero TV shows,q0013_8470befc,0.0,0.0,0.015625,0.0
pgvector,ann_only,heist TV shows,q0014_b58c15f6,0.0,0.0,0.011363636363636364,0.0
pgvector,ann_only,intense crime drama movies,q0015_a9dbb1ba,0.0,0.0,0.011904761904761904,0.0
pgvector,ann_only,light-hearted space opera TV shows,q0016_2b0a2bab,0.0,0.0,0.0,0.0
